0.669373	4.790280
3.519262	-3.453909
2.148896	-0.167250
1.885113	-0.376502
-3.079478	-1.885472
1.866771	0.751283
-1.115095	2.845109
2.905985	-1.028106
-3.982103	4.766155
-4.201856	-1.812380
-4.972049	-1.966429
-1.290023	-6.704523
2.922324	-3.907274
0.340189	0.697071
3.885722	1.993951
5.975726	4.704129
-3.259746	2.770775
0.064781	-7.467371
2.611023	-2.918239
4.261245	0.111426
-0.549195	3.219663
-0.448535	5.903790
-5.329450	0.587325
2.318155	-5.057441
-0.624301	-4.357263
-0.261860	-5.297652
-4.068882	2.316894
-2.409758	0.609303
2.563421	2.138258
-0.296394	7.793498
-0.635127	4.397420
7.987850	-3.437055
-0.302902	-1.275141
0.917214	-0.458187
1.569270	1.606340
-1.944074	-2.782076
-0.031515	0.394289
1.468933	1.726155
2.090863	2.341347
-1.341313	0.048362
-1.463246	-3.719975
-1.945507	7.235198
5.181240	0.957997
0.009734	-2.258439
-3.354776	-3.666538
-2.078679	2.095812
1.128448	-1.109870
3.232933	-2.492323
-4.581585	3.722908
2.244348	0.265054
-5.931148	4.307277
3.373464	1.602401
-1.948711	-0.204697
-1.142889	3.121224
0.768936	-0.434344
2.035108	-1.026408
3.208457	-2.148606
0.495713	-2.103894
2.323882	1.039766
0.385343	2.274118
-5.599946	-1.338815
0.546809	5.168235
0.181918	-0.627571
-1.607019	-3.534223
-3.865835	4.833319
6.436123	-10.482124
6.853840	6.328886
-1.677560	-2.274515
-11.602446	-5.209587
-2.524333	-0.291848
-0.971697	-0.677469
5.902539	-2.238875
-0.112388	3.240788
-3.530442	-1.008808
2.881943	1.608485
-1.152236	-1.827378
-0.144380	-2.511573
1.994975	3.667438
-0.130951	-2.425526
-1.265101	-3.369657
-0.079794	-0.057697
0.078223	-3.808932
-1.155724	-2.205250
0.300671	-1.292327
1.694726	0.010742
-2.166779	-1.125260
-0.510509	-2.186916
-0.520087	1.213061
-6.232757	-3.030304
-2.248354	0.773432
2.430866	-4.565083
-0.322512	4.814457
3.084431	-3.949253
-4.101239	7.492438
4.392170	1.688771
-3.781372	-2.637316
-2.087936	-3.085228
0.574028	-2.522912
-3.659186	1.787783
-0.289061	3.516001
3.390397	-3.393058
0.279621	-0.281381
-0.544920	-1.754854
1.426006	-0.823183
1.810533	-1.514700
-0.144655	0.752568
0.629491	-4.288733
-1.956109	-1.012686
-2.359121	-2.362653
-4.963948	-5.604870
1.295922	-3.671856
-5.290182	0.091528
2.944911	-3.151537
-2.005226	2.883196
-0.757224	0.842379
-1.347339	-3.138180
1.605582	0.479561
-3.872920	1.285623
-5.196172	-5.071696
4.884205	-2.439465
2.750163	-0.444546
1.349778	2.006315
-4.690834	-4.464622
-5.851603	5.037583
4.815649	-1.884715
-6.695895	6.243836
-2.439677	2.132679
-1.470946	0.263695
4.258701	2.843128
0.671252	-1.618337
3.120378	-2.218894
0.600955	-2.222911
-4.040667	2.378409
-1.112973	6.794845
1.490748	0.197557
3.434126	-5.734018
4.683051	-1.204766
1.753031	6.923984
5.469800	3.776257
4.808268	6.250638
0.045449	4.185245
-0.327197	5.169735
-1.075311	5.842773
-1.796092	4.990939
-2.383208	0.374944
2.577700	2.100371
-1.432083	-1.717116
-2.113158	2.056662
2.433294	1.491104
1.745289	3.256463
0.236809	-5.430942
4.084267	-2.226782
0.745314	3.202878
2.938728	-2.342810
4.420034	-6.416208
0.939377	-3.687331
-3.161252	2.754529
-1.102685	4.228119
-5.605397	-0.928434
6.816349	0.447470
4.596843	-2.112841
-1.255551	-1.081924
-0.018990	-6.760758
-4.539365	-0.711115
1.096717	2.640056
1.325766	0.589130
-1.944529	-5.102497
-0.027415	0.060917
-2.857163	0.462023
4.766734	2.509007
0.589057	0.148532
0.419479	-1.885876
-6.432806	-2.892236
3.067689	-2.573218
-0.541883	-3.212382
-0.779790	-1.224319
4.891318	-6.324067
3.599927	-3.894135
3.972748	5.121998
-2.525159	-1.420209
-1.629257	-3.165309
4.509534	1.602708
4.290715	-4.712958
-4.621693	-0.367311
0.429981	0.007323
-0.067710	-1.480852
-1.384370	-0.598749
2.876358	-0.289613
0.784488	1.149842
0.466093	0.290646
0.142945	-3.963381
0.148660	1.161194
5.071117	1.681644
0.618744	-2.405315
2.432194	0.344529
3.259204	-5.793881
-3.610730	1.040351
0.317333	2.328770
-7.395849	0.885690
-2.386290	-5.717156
-1.405415	-1.394555
-1.375084	2.046598
-0.561041	1.577647
0.882338	-1.105072
-0.947906	1.081904
0.810570	0.357018
-0.183460	0.878796
-1.445660	1.060737
-4.610637	6.010159
1.747609	-5.910007
-0.765385	-1.127843
0.007942	-2.064262
5.948999	5.410796
-0.841515	2.052268
1.643186	-0.191425
0.903929	-1.156856
-3.838949	-0.129510
1.365244	0.175135
1.402743	1.029887
2.481016	-1.631949
1.101040	-2.854181
1.122202	3.152730
-1.928111	-3.032483
2.495422	1.105836
4.621582	0.530354
5.275273	0.728619
5.900978	1.543138
-1.491361	-5.168395
1.292682	-1.939804
0.340606	4.220636
1.967659	1.253491
1.052837	4.499861
-0.715380	0.429586
0.958579	1.798129
1.524062	1.955733
1.703838	1.110980
-1.474838	1.623136
1.861844	0.698185
0.233973	-5.140245
0.165375	-0.463782
1.904446	0.445156
0.043666	2.699190
-1.532725	-1.702381
-1.015023	1.961163
-7.424456	1.902592
2.528224	1.269750
-1.198117	-5.039249
-1.425572	-2.173789
1.108315	0.327762
4.464325	-0.337117
-1.241789	-0.059057
-3.798255	1.068144
0.812050	3.516276
0.597367	-0.524129
0.158655	0.291894
5.812968	5.076979
-1.371705	6.275749
0.575502	-4.904863
-0.573092	4.146570
-3.957017	3.801483
0.436687	1.103636
4.553080	-2.250390
-1.708308	1.763484
2.222805	1.782993
1.921450	-4.622139
-2.698642	-0.603640
-8.163043	0.624689
1.857670	-0.396426
-4.262566	0.193224
5.402850	3.016796
3.486838	-4.470064
3.111696	6.817963
-2.584359	-2.335247
2.641305	-2.523010
-2.929085	5.155920
1.787466	7.094703
-2.168980	2.007286
-3.281438	-1.872434
1.632149	-4.081861
1.090230	-0.077621
8.395166	0.595454
-1.700027	5.543646
2.472207	0.284756
1.204693	-1.041031
-1.569804	1.187568
-1.873964	0.553694
0.212928	-1.687426
1.077312	5.000277
-1.801725	0.245663
4.976038	3.506375
-2.640849	2.950085
-0.360417	-4.200709
0.518146	-0.120970
3.179737	1.038299
4.785202	1.116275
1.146453	0.513175
3.403055	-2.343833
2.836571	-12.702191
1.344510	-3.159111
0.346443	-0.765016
-2.317979	6.577287
3.376009	-3.598273
1.861003	3.978613
0.632905	-3.873221
